"","income","apr","OccGroup"
"749","$50-75k",0.27285,"Professional"
"750","$100k+",0.12782,"Other"
"751","$50-75k",0.21025,"Professor"
"752","$75-100k",0.09744,"Professional"
"753","$100k+",0.15833,"Truck Driver"
"754","$25-50k",0.34731,"Sales"
"755","$25-50k",0.12528,"Professional"
"756","$50-75k",0.127,"Other"
"757","$25-50k",0.23318,"Other"
"758","$100k+",0.16289,"Doctor/Dentist"
"760","$50-75k",0.20984,"Admin Assistant"
"761","$75-100k",0.22491,"Professional"
"762","$75-100k",0.16499,"Professional"
"763","$1-25k",0.13209,"Student"
"764","$50-75k",0.15783,"Teaching"
"765","$50-75k",0.202,"Retail Management"
"766","$100k+",0.15425,"Programmer"
"767","$75-100k",0.2214,"Executive"
"768","$25-50k",0.13942,"Other"
"769","$50-75k",0.37733,"Police Officer"
"770","$100k+",0.22362,"Executive"
"771","$50-75k",0.12274,"Admin Assistant"
"772","$100k+",0.10038,"Nursing"
"774","$100k+",0.12691,"Other"
"775","$75-100k",0.16294,"Other"
"776","$75-100k",0.15629,"Professional"
"777","$50-75k",0.08829,"Engineer"
"778","$25-50k",0.12992,"Other"
"779","$25-50k",0.12691,"Sales"
"780","$75-100k",0.18555,"Nursing"
"781","$25-50k",0.33097,"Teaching"
"782","$25-50k",0.15863,"Clerical"
"783","$25-50k",0.15713,"Sales"
"784","$25-50k",0.23052,"Clerical"
"785","$50-75k",0.15375,"Tradesman"
"786","$25-50k",0.37453,"Civil Service"
"787","$100k+",0.17174,"Other"
"788","$50-75k",0.28386,"Other"
"789","$25-50k",0.31975,"Other"
"790","$50-75k",0.35643,"Engineer"
"791","$25-50k",0.07045,"Teaching"
"792","$25-50k",0.2706,"Teaching"
"793","$50-75k",0.2706,"Professional"
"794","$50-75k",0.19323,"Tradesman"
"796","$25-50k",0.14621,"Nursing"
"797","$75-100k",0.12201,"Other"
"799","$50-75k",0.19364,"Police Officer"
"800","$100k+",0.14816,"Accountant"
"801","$50-75k",0.22489,"Other"
"802","$25-50k",0.35356,"Sales"
"804","$75-100k",0.31375,"Other"
"805","$25-50k",0.30532,"Other"
"806","$25-50k",0.16324,"Food Service Mgmt"
"807","$75-100k",0.16662,"Professional"
"808","$25-50k",0.127,"Nursing"
"809","$50-75k",0.22712,"Teaching"
"810","$25-50k",0.11296,"Professional"
"811","$25-50k",0.23318,"Retail Management"
"812","$50-75k",0.30131,"Other"
"813","$25-50k",0.15833,"Other"
"815","$75-100k",0.0893,"Other"
"816","$50-75k",0.19108,"Professional"
"818","$100k+",0.20081,"Executive"
"819","$1-25k",0.2837,"Other"
"820","$25-50k",0.26752,"Truck Driver"
"822","$75-100k",0.10033,"Pilot"
"823","$25-50k",0.27285,"Admin Assistant"
"824","$25-50k",0.17359,"Sales"
"825","$75-100k",0.18726,"Executive"
"826","$25-50k",0.26128,"Other"
"827","$25-50k",0.15428,"Other"
"828","$1-25k",0.18726,"Other"
"829","$100k+",0.28851,"Programmer"
"830","$25-50k",0.18214,"Other"
"831","$100k+",0.08985,"Executive"
"832","$75-100k",0.09232,"Other"
"833","$50-75k",0.22466,"None provided"
"834","$50-75k",0.29537,"Other"
"835","$25-50k",0.35797,"Other"
"836","$50-75k",0.22051,"Nursing"
"838","$100k+",0.15833,"Accountant"
"839","$75-100k",0.22466,"Police Officer"
"840","$50-75k",0.23682,"Professional"
"841","$75-100k",0.17532,"Engineer"
"842","$25-50k",0.09534,"Investor"
"844","$50-75k",0.35643,"Skilled Labor"
"845","$100k+",0.2354,"Military"
"846","$50-75k",0.13942,"Sales"
"847","$25-50k",0.27306,"Social Worker"
"848","$100k+",0.13271,"Executive"
"849","$75-100k",0.26333,"Professional"
"850","$1-25k",0.07439,"Student"
"851","$100k+",0.12528,"Professional"
"852","$25-50k",0.19221,"Laborer"
"855","$50-75k",0.14658,"Professional"
"856","$50-75k",0.30532,"Retail Management"
"857","$25-50k",0.19236,"Other"
"858","$25-50k",0.2354,"Skilled Labor"
"859","$50-75k",0.21122,"Teaching"
"860","$100k+",0.17018,"Executive"
"861","$25-50k",0.17192,"Admin Assistant"
"862","$100k+",0.09736,"Engineer"
"863","$1-25k",0.19906,"Other"
"864","$100k+",0.35797,"Other"
"865","$50-75k",0.2214,"Other"
"866","$100k+",0.07981,"Programmer"
"867","$25-50k",0.19859,"Nursing"
"868","$25-50k",0.20462,"Admin Assistant"
"869","$1-25k",0.13588,"Other"
"870","$75-100k",0.2878,"Executive"
"871","$25-50k",0.32446,"Construction"
"872","$100k+",0.14714,"Principal"
"873","$50-75k",0.19364,"Admin Assistant"
"874","$25-50k",0.32358,"Tradesman"
"875","$25-50k",0.2214,"Other"
"876","$25-50k",0.16713,"Professional"
"877","$100k+",0.15538,"Police Officer"
"878","$25-50k",0.13138,"Analyst"
"879","$50-75k",0.31627,"Other"
"880","$100k+",0.35797,"Teaching"
"881","$50-75k",0.22237,"Fireman"
"882","$100k+",0.35132,"Other"
"883","$100k+",0.20347,"Professional"
"884","$50-75k",0.20933,"Executive"
"885","$50-75k",0.20053,"Teaching"
"886","$1-25k",0.19108,"Skilled Labor"
"887","$25-50k",0.26877,"Construction"
"888","$25-50k",0.15223,"None provided"
"890","$75-100k",0.0903,"Postal Service"
"891","$100k+",0.15425,"Other"
"892","$50-75k",0.13227,"Professional"
"893","$100k+",0.19645,"Other"
"894","$25-50k",0.27467,"Nursing"
"895","$50-75k",0.19859,"Construction"
"896","$1-25k",0.35797,"Food Service"
"897","$50-75k",0.24563,"Police Officer"
"898","$25-50k",0.16461,"Other"
"899","$100k+",0.32576,"Professional"
"900","$50-75k",0.20879,"Accountant"
"901","$100k+",0.17685,"Executive"
"902","$100k+",0.13636,"Professional"
"903","$50-75k",0.37453,"Civil Service"
"904","$100k+",0.22601,"Construction"
"905","$75-100k",0.08882,"Analyst"
"907","$50-75k",0.29998,"Teaching"
"908","$1-25k",0.1899,"None provided"
"909","$75-100k",0.12727,"Other"
"910","$75-100k",0.34752,"Other"
"911","$75-100k",0.2878,"Sales"
"912","$25-50k",0.33553,"Other"
"914","$100k+",0.05927,"Programmer"
"915","$25-50k",0.13301,"Truck Driver"
"916","$50-75k",0.17359,"Medical Technician"
"917","$100k+",0.07032,"Nursing"
"920","$25-50k",0.12528,"Medical Technician"
"922","$1-25k",0.35797,"Other"
"923","$50-75k",0.11142,"Other"
"924","$25-50k",0.17069,"Accountant"
"925","$25-50k",0.15833,"Laborer"
"926","$50-75k",0.19228,"Other"
"927","$100k+",0.20217,"Sales"
"928","$25-50k",0.10739,"Other"
"929","$50-75k",0.35643,"Other"
"930","$25-50k",0.30182,"Teaching"
"931","$75-100k",0.30131,"Nursing"
"933","$25-50k",0.23872,"Admin Assistant"
"934","$50-75k",0.15324,"Investor"
"935","$75-100k",0.15613,"Professional"
"936","$100k+",0.06688,"Other"
"937","$75-100k",0.14147,"Other"
"938","$50-75k",0.09434,"Programmer"
"939","$25-50k",0.19859,"Laborer"
"940","$25-50k",0.2951,"Laborer"
"941","$50-75k",0.2353,"Teaching"
"942","$50-75k",0.13705,"Clerical"
"943","$100k+",0.34105,"Psychologist"
"944","$100k+",0.23318,"Professional"
"946","$50-75k",0.2129,"Retail Management"
"947","$50-75k",0.12911,"Professional"
"948","$25-50k",0.12427,"Truck Driver"
"950","$100k+",0.31032,"Retail Management"
"951","$25-50k",0.12461,"Food Service Mgmt"
"952","$25-50k",0.35797,"Other"
"953","$100k+",0.26681,"Professional"
"954","$25-50k",0.24205,"Sales"
"956","$50-75k",0.10739,"Other"
"957","$100k+",0.23233,"Sales"
"959","$50-75k",0.24246,"Realtor"
"960","$100k+",0.35797,"Admin Assistant"
"961","$50-75k",0.35797,"Other"
"962","$25-50k",0.1954,"Sales"
"963","$100k+",0.17445,"Sales"
"964","$100k+",0.15833,"Retail Management"
"965","$50-75k",0.16324,"Medical Technician"
"966","$75-100k",0.26149,"Accountant"
"967","$100k+",0.13227,"Programmer"
"968","$50-75k",0.21822,"Teaching"
"969","$50-75k",0.15844,"Tradesman"
"970","$25-50k",0.26128,"Social Worker"
"971","$50-75k",0.28704,"Retail Management"
"972","$75-100k",0.29537,"Engineer"
"973","$25-50k",0.35797,"Engineer"
"975","$25-50k",0.35356,"Retail Management"
"977","$100k+",0.18214,"Police Officer"
"978","$75-100k",0.09794,"Professional"
"979","$75-100k",0.22549,"Other"
"980","$50-75k",0.24302,"Skilled Labor"
"981","$25-50k",0.20593,"Other"
"982","$25-50k",0.28899,"Skilled Labor"
"983","$75-100k",0.31053,"Programmer"
"984","$50-75k",0.2421,"Fireman"
"985","$25-50k",0.06828,"Clerical"
"986","$50-75k",0.31848,"Professional"
"987","$75-100k",0.17685,"Programmer"
"988","$100k+",0.15651,"Civil Service"
"990","$50-75k",0.19143,"Other"
"991","$100k+",0.21392,"Professional"
"992","$75-100k",0.16803,"Programmer"
"993","$50-75k",0.35797,"Biologist"
"994","$50-75k",0.13301,"Truck Driver"
"995","$25-50k",0.35797,"Executive"
"996","$25-50k",0.35356,"Medical Technician"
"997","$100k+",0.15894,"Accountant"
"998","$50-75k",0.26855,"Postal Service"
"999","$25-50k",0.1771,"Other"
"1000","$25-50k",0.1771,"Other"
"1001","$1-25k",0.18275,"Construction"
"1002","$75-100k",0.19501,"Professional"
"1003","$1-25k",0.24758,"Waiter/Waitress"
"1004","$100k+",0.13799,"Construction"
"1005","$25-50k",0.26292,"Other"
"1006","$50-75k",0.15793,"Programmer"
"1007","$25-50k",0.06888,"Teaching"
"1008","$50-75k",0.28595,"Retail Management"
"1009","$50-75k",0.18173,"Other"
"1010","$75-100k",0.34887,"Professional"
"1011","$25-50k",0.2878,"Nursing"
"1012","$100k+",0.2878,"Executive"
"1013","$50-75k",0.09065,"Skilled Labor"
"1014","$50-75k",0.07339,"Executive"
"1016","$25-50k",0.27462,"Professional"
"1017","$25-50k",0.20524,"Other"
"1018","$50-75k",0.07957,"None provided"
"1019","$50-75k",0.28339,"Professional"
"1020","$25-50k",0.30285,"Analyst"
"1021","$100k+",0.14419,"Engineer"
"1022","$25-50k",0.26917,"Laborer"
"1023","$25-50k",0.12511,"Other"
"1025","$1-25k",0.26681,"Admin Assistant"
"1026","$25-50k",0.29464,"Professional"
"1027","$25-50k",0.24754,"Accountant"
"1028","$25-50k",0.19323,"Other"
"1029","$25-50k",0.26282,"Clergy/Religious"
"1030","$100k+",0.18725,"Other"
"1031","$50-75k",0.24246,"Other"
"1032","$50-75k",0.21832,"Executive"
"1033","$1-25k",0.19855,"Admin Assistant"
"1034","$25-50k",0.29371,"Clerical"
"1036","$100k+",0.22712,"Professional"
"1037","$25-50k",0.35797,"Food Service Mgmt"
"1038","$75-100k",0.35797,"Police Officer"
"1039","$100k+",0.30532,"Engineer"
"1040","$50-75k",0.19744,"Other"
"1042","$50-75k",0.28259,"Retail Management"
"1043","$50-75k",0.20398,"Skilled Labor"
"1044","$25-50k",0.19991,"Sales"
"1045","$50-75k",0.10375,"Accountant"
"1046","$50-75k",0.35797,"Construction"
"1047","$25-50k",0.15223,"Nursing"
"1048","$50-75k",0.35797,"Accountant"
"1049","$50-75k",0.35524,"Fireman"
"1050","$100k+",0.14709,"Sales"
"1051","$25-50k",0.30899,"None provided"
"1052","$50-75k",0.18725,"Analyst"
"1053","$50-75k",0.09688,"Professional"
"1054","$100k+",0.14206,"Investor"
"1055","$25-50k",0.28386,"Other"
"1056","$100k+",0.13413,"Sales"
"1057","$25-50k",0.07439,"Other"
"1058","$50-75k",0.24589,"Sales"
"1059","$100k+",0.15732,"Professional"
"1060","$50-75k",0.19859,"Sales"
"1061","$1-25k",0.34577,"Food Service"
"1062","$50-75k",0.15223,"Professional"
"1064","$25-50k",0.2399,"Other"
"1065","$75-100k",0.13696,"Programmer"
"1066","$50-75k",0.13172,"Professional"
"1067","$1-25k",0.35797,"Other"
"1068","$50-75k",0.26884,"Professional"
"1069","$100k+",0.13799,"Sales"
"1070","$75-100k",0.11696,"Professional"
"1071","$25-50k",0.202,"Other"
"1072","$50-75k",0.35097,"Other"
"1073","$75-100k",0.16328,"Tradesman"
"1074","$100k+",0.17069,"Programmer"
"1075","$50-75k",0.23121,"Civil Service"
"1076","$100k+",0.28129,"Other"
"1077","$100k+",0.19146,"Professional"
"1078","$50-75k",0.24246,"Social Worker"
"1079","$50-75k",0.17969,"Other"
"1080","$75-100k",0.08496,"Executive"
"1081","$25-50k",0.09065,"Sales"
"1083","$50-75k",0.35797,"Professional"
"1084","$50-75k",0.27246,"Retail Management"
"1085","$25-50k",0.35423,"Food Service Mgmt"
"1086","$25-50k",0.09434,"Sales"
"1087","$1-25k",0.30532,"Other"
"1088","$25-50k",0.14453,"Other"
"1089","$25-50k",0.33973,"Professional"
"1090","$100k+",0.16969,"Other"
"1091","$25-50k",0.30564,"Realtor"
"1092","$25-50k",0.14156,"Tradesman"
"1093","$75-100k",0.20081,"Analyst"
"1094","$75-100k",0.0893,"Sales"
"1095","$25-50k",0.18555,"Civil Service"
"1096","$50-75k",0.18726,"Sales"
"1097","$100k+",0.11034,"Executive"
"1098","$100k+",0.17532,"Medical Technician"
"1099","$50-75k",0.34577,"Sales"
"1100","$50-75k",0.22773,"Tradesman"
"1101","$50-75k",0.35797,"Professor"
"1103","$50-75k",0.20613,"Engineer"
"1104","$50-75k",0.17069,"Engineer"
"1105","$100k+",0.17969,"Programmer"
"1107","$50-75k",0.16969,"Teaching"
"1108","$25-50k",0.20524,"Food Service"
"1109","$1-25k",0.26149,"Other"
"1110","$50-75k",0.21434,"Sales"
"1111","$50-75k",0.17839,"Laborer"
"1112","$100k+",0.28899,"Professional"
"1113","$75-100k",0.26528,"Other"
"1114","$25-50k",0.19501,"Other"
"1115","$25-50k",0.30532,"Retail Management"
"1116","$25-50k",0.16436,"Admin Assistant"
"1117","$100k+",0.1933,"Food Service Mgmt"
"1118","$50-75k",0.25424,"Engineer"
"1119","$50-75k",0.1831,"Medical Technician"
"1120","$75-100k",0.22744,"Professional"
"1121","$50-75k",0.35643,"Other"
"1122","$50-75k",0.21832,"Other"
"1123","$100k+",0.19655,"Professional"
"1124","$50-75k",0.12691,"Other"
"1125","$100k+",0.35797,"Professional"
"1126","$100k+",0.30131,"Sales"
"1128","$50-75k",0.35797,"Skilled Labor"
"1129","$75-100k",0.17532,"Programmer"
"1130","$25-50k",0.27285,"Food Service"
"1131","$25-50k",0.17189,"Engineer"
"1132","$50-75k",0.15713,"Other"
"1133","$100k+",0.23718,"Programmer"
"1134","$50-75k",0.15629,"Teaching"
"1135","$50-75k",0.18112,"Civil Service"
"1136","$25-50k",0.16499,"Other"
"1138","$100k+",0.35797,"Executive"
"1139","$25-50k",0.11698,"Other"
"1140","$25-50k",0.21372,"Sales"
"1141","$25-50k",0.19501,"None provided"
"1142","$100k+",0.21372,"Doctor/Dentist"
"1143","$50-75k",0.15428,"Engineer"
"1144","$25-50k",0.20081,"Clerical"
"1145","$25-50k",0.35811,"Waiter/Waitress"
"1147","$50-75k",0.14657,"Other"
"1148","$75-100k",0.24015,"Engineer"
"1150","$25-50k",0.1447,"Teaching"
"1151","$25-50k",0.18479,"Skilled Labor"
"1152","$50-75k",0.15324,"Retail Management"
"1153","$100k+",0.21945,"Professional"
"1154","$75-100k",0.0903,"Other"
"1155","$25-50k",0.30131,"Clerical"
"1156","$1-25k",0.33709,"Other"
"1157","$25-50k",0.27285,"Other"
"1159","$75-100k",0.18408,"Teaching"
"1160","$25-50k",0.35797,"Other"
"1162","$50-75k",0.20051,"Sales"
"1163","$50-75k",0.17981,"Analyst"
"1165","$75-100k",0.25013,"Other"
"1166","$1-25k",0.17069,"Food Service"
"1167","$75-100k",0.31293,"Police Officer"
"1168","$50-75k",0.18913,"Other"
"1169","$25-50k",0.22242,"Professional"
"1170","$75-100k",0.33038,"Chemist"
"1171","$25-50k",0.32446,"Other"
"1172","$100k+",0.26887,"Doctor/Dentist"
"1173","$1-25k",0.16005,"Laborer"
"1174","$75-100k",0.10943,"Programmer"
"1175","$100k+",0.19645,"Police Officer"
"1176","$1-25k",0.16461,"Food Service"
"1177","$50-75k",0.30899,"Truck Driver"
"1178","$25-50k",0.16499,"Other"
"1179","$50-75k",0.14147,"Engineer"
"1180","$25-50k",0.36665,"Other"
"1181","$50-75k",0.12782,"Admin Assistant"
"1182","$75-100k",0.23318,"Professional"
"1183","$1-25k",0.20869,"Other"
"1184","$25-50k",0.27257,"Other"
"1186","$25-50k",0.33973,"Sales"
"1187","$75-100k",0.20593,"Professional"
"1188","$50-75k",0.17359,"Other"
"1189","$75-100k",0.29567,"Executive"
"1190","$25-50k",0.27462,"Teaching"
"1191","$75-100k",0.19681,"Other"
"1192","$50-75k",0.16328,"Retail Management"
"1194","$75-100k",0.14132,"Sales"
"1195","$100k+",0.12782,"Professional"
"1196","$100k+",0.19645,"Programmer"
"1197","$75-100k",0.12637,"Engineer"
"1198","$1-25k",0.20705,"Social Worker"
"1199","$25-50k",0.30899,"None provided"
"1200","$100k+",0.09434,"Other"
"1201","$25-50k",0.27285,"Other"
"1202","$50-75k",0.12691,"Other"
"1203","$25-50k",0.29334,"Clerical"
"1204","$75-100k",0.10742,"Programmer"
"1205","$50-75k",0.16294,"Other"
"1206","$100k+",0.18725,"Professional"
"1207","$100k+",0.14453,"Analyst"
"1208","$50-75k",0.28574,"Tradesman"
"1209","$75-100k",0.13654,"Professional"
"1210","$100k+",0.15077,"Executive"
"1213","$50-75k",0.12503,"Other"
"1214","$25-50k",0.13192,"Other"
"1215","$50-75k",0.25279,"Professional"
"1216","$25-50k",0.26128,"Accountant"
"1217","$50-75k",0.22693,"Nursing"
"1218","$100k+",0.09333,"Analyst"
"1219","$1-25k",0.17677,"Student"
"1220","$100k+",0.1986,"Attorney"
"1221","$75-100k",0.16732,"Executive"
"1222","$25-50k",0.33785,"Sales"
"1223","$25-50k",0.33097,"Skilled Labor"
"1224","$100k+",0.17601,"Programmer"
"1225","$25-50k",0.33665,"Other"
"1226","$50-75k",0.19029,"Executive"
"1227","$50-75k",0.33215,"Tradesman"
"1228","$50-75k",0.23847,"Analyst"
"1229","$50-75k",0.10846,"Engineer"
"1230","$50-75k",0.21372,"Professional"
"1231","$50-75k",0.3179,"Other"
"1232","$25-50k",0.33383,"Other"
"1233","$1-25k",0.34045,"Other"
"1235","$50-75k",0.09736,"Analyst"
"1236","$25-50k",0.12528,"Clerical"
"1238","$100k+",0.12782,"Tradesman"
"1239","$1-25k",0.16324,"None provided"
"1241","$100k+",0.14658,"Executive"
"1242","$50-75k",0.18068,"Truck Driver"
"1244","$50-75k",0.08591,"Teaching"
"1245","$50-75k",0.23939,"Military"
"1246","$25-50k",0.31375,"Civil Service"
"1247","$1-25k",0.19645,"Other"
"1248","$75-100k",0.32333,"Civil Service"
"1249","$1-25k",0.30182,"Food Service"
"1250","$50-75k",0.09688,"Programmer"
"1252","$1-25k",0.27817,"Professional"
"1253","$50-75k",0.22773,"Accountant"
"1254","$50-75k",0.12137,"Executive"
"1255","$100k+",0.1322,"Attorney"
"1256","$100k+",0.18479,"Social Worker"
"1257","$75-100k",0.07961,"Food Service"
"1258","$75-100k",0.14348,"Programmer"
"1259","$75-100k",0.14328,"Food Service Mgmt"
"1260","$25-50k",0.20358,"Teaching"
"1261","$75-100k",0.24614,"Other"
"1262","$100k+",0.15817,"Professional"
"1263","$75-100k",0.17151,"Accountant"
"1264","$50-75k",0.25279,"Nursing"
"1265","$50-75k",0.16499,"Truck Driver"
"1266","$75-100k",0.17317,"Other"
"1267","$25-50k",0.08684,"Analyst"
"1268","$100k+",0.18965,"Professional"
"1269","$75-100k",0.2951,"Accountant"
"1270","$50-75k",0.14243,"Other"
"1271","$25-50k",0.23438,"Professional"
"1272","$50-75k",0.14126,"Other"
"1273","$100k+",0.26526,"Engineer"
"1274","$100k+",0.2004,"Engineer"
"1275","$75-100k",0.16993,"Professional"
"1276","$75-100k",0.17189,"Psychologist"
"1277","$50-75k",0.30285,"Nursing"
"1278","$75-100k",0.33097,"Programmer"
"1279","$50-75k",0.19228,"Other"
"1280","$25-50k",0.35356,"Other"
"1281","$75-100k",0.15223,"Professional"
"1282","$25-50k",0.27285,"Other"
"1283","$25-50k",0.15094,"Professional"
"1284","$25-50k",0.31632,"Other"
"1285","$25-50k",0.202,"Scientist"
"1286","$1-25k",0.11296,"Other"
"1287","$50-75k",0.17018,"Military"
"1288","$50-75k",0.27285,"Other"
"1289","$50-75k",0.21832,"Teaching"
"1290","$50-75k",0.36387,"Clerical"
"1291","$100k+",0.35285,"Engineer"
"1292","$50-75k",0.25781,"Other"
"1293","$25-50k",0.24563,"Sales"
"1294","$75-100k",0.32958,"Retail Management"
"1295","$25-50k",0.2214,"None provided"
"1296","$75-100k",0.2129,"Professional"
"1297","$25-50k",0.12691,"Construction"
"1298","$50-75k",0.19144,"Other"
"1299","$100k+",0.16662,"Professional"
"1300","$25-50k",0.22283,"Clerical"
"1301","$50-75k",0.21687,"Realtor"
"1302","$50-75k",0.29371,"Analyst"
"1303","$50-75k",0.20593,"Sales"
"1304","$50-75k",0.33393,"Retail Management"
"1305","$100k+",0.202,"Other"
"1306","$50-75k",0.09988,"Other"
"1307","$25-50k",0.35797,"Professional"
"1308","$100k+",0.17061,"Admin Assistant"
"1309","$25-50k",0.23318,"Food Service Mgmt"
"1310","$75-100k",0.11296,"Professional"
"1311","$25-50k",0.20705,"Other"
"1312","$25-50k",0.22415,"Truck Driver"
"1313","$1-25k",0.17322,"Other"
"1314","$50-75k",0.14117,"Professional"
"1316","$75-100k",0.23462,"Truck Driver"
"1317","$25-50k",0.2148,"Professional"
"1318","$1-25k",0.21156,"Other"
"1319","$75-100k",0.17532,"None provided"
"1320","$75-100k",0.27467,"Professional"
"1321","$75-100k",0.16147,"Other"
"1322","$50-75k",0.36336,"Accountant"
"1323","$100k+",0.21025,"Construction"
"1324","$25-50k",0.20784,"Other"
"1326","$75-100k",0.20564,"Skilled Labor"
"1327","$25-50k",0.35797,"Other"
"1328","$25-50k",0.35797,"Other"
"1329","$50-75k",0.12562,"Teaching"
"1330","$25-50k",0.14369,"Other"
"1331","$1-25k",0.35797,"Other"
"1332","$100k+",0.23477,"Psychologist"
"1334","$75-100k",0.34731,"Other"
"1335","$100k+",0.12113,"Pharmacist"
"1336","$100k+",0.14714,"Executive"
"1337","$25-50k",0.35643,"Other"
"1338","$100k+",0.24702,"Executive"
"1339","$50-75k",0.3194,"Professor"
"1340","$75-100k",0.12205,"Analyst"
"1341","$50-75k",0.31848,"Other"
"1342","$50-75k",0.21372,"Skilled Labor"
"1343","$25-50k",0.24246,"Other"
"1344","$25-50k",0.12562,"Construction"
"1345","$100k+",0.28339,"Teaching"
"1346","$50-75k",0.20217,"Police Officer"
"1348","$100k+",0.07922,"Executive"
"1349","$25-50k",0.35797,"Nursing"
"1350","$25-50k",0.37453,"Military"
"1351","$1-25k",0.1268,"Admin Assistant"
"1352","$1-25k",0.21739,"Other"
"1353","$25-50k",0.27554,"Professional"
"1354","$25-50k",0.11194,"Teaching"
"1355","$100k+",0.09065,"Executive"
"1356","$50-75k",0.18965,"Nursing"
"1357","$1-25k",0.14982,"Student"
"1358","$75-100k",0.14714,"Engineer"
"1359","$50-75k",0.18316,"Skilled Labor"
"1360","$25-50k",0.21342,"Police Officer"
"1361","$50-75k",0.35689,"Tradesman"
"1362","$100k+",0.17849,"Other"
"1363","$25-50k",0.30532,"Food Service"
"1364","$25-50k",0.35132,"Skilled Labor"
"1365","$50-75k",0.18725,"Civil Service"
"1366","$75-100k",0.28974,"Truck Driver"
"1367","$50-75k",0.17359,"Analyst"
